번호,신고일자,법인또는상호,운영상태,"소재지주소(도로명주소, 없으면 지번주소)",호스트서버 업체명,호스트서버 도메인명,호스트서버 도메인유형,취급품목,취급품목세부사항,판매방식
3707,20070618,중고사랑가전,정상영업,경기도 양주시 백석읍 호명로 53-20,-,www.gmarket.co.kr   www.auction.co.kr,오픈,의류/패션/잡화/뷰티,-,인터넷
3708,20070615,프라미스랜드,폐업처리,경기도 양주시 덕정5길 14-17 (덕정동),-,www.pdiand.co.kr,-,종합몰,-,인터넷
3709,20070615,한성기업,폐업처리,경기도 양주시 남면 삼일로 736,-,www.onket.com market.cyworld.com mall.nate.com/,-,종합몰,-,인터넷
3710,20070613,오메가,직권취소,경기도 양주시 은현면 그루고개로371번길 272-3,-,www.gmarket.co.kr  www.gsestore.co.kr www.dnshop.com www.cjmall.com  www.nseshop.com/www.lotteimall.com/　,-,가구/수납용품,-,인터넷
3711,20070613,도예화원,정상영업,경기도 양주시 장흥면 일영로 499,-,www.flower.com,-,상품권,꽃,인터넷
3712,20070612,E&S Korea,정상영업,경기도 양주시 부흥로 2162 (삼숭동，나래아파트 108-1403),-,www.mycliclccom.co.kr,-,컴퓨터/사무용품,-,인터넷
3713,20070611,구두가게,직권취소,경기도 양주시 덕계동 852번지 대우푸르지오@ 108동 503호,-,www.구두가게.com,-,의류/패션/잡화/뷰티,-,인터넷
3714,20070611,에스더,직권취소,경기도 양주시 장흥면 가마골로258번길 14,-,www.auction.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3715,20070607,소명상사,정상영업,경기도 양주시 백석읍 양주산성로 903-29,심플렉스인터넷(주),www.canopypro.net,-,기타,이동식천막  파라솔 관련제품,인터넷
3716,20070607,인다스타일,직권취소,경기도 양주시 장흥면 호국로 477-21， 402호 (송추우리스페이스연립),-,www.indastyle.com,-,의류/패션/잡화/뷰티,-,인터넷
3717,20070604,모던라이프,정상영업,경기도 양주시 칠봉산로168번길 369-16 (회암동),-,www.aution.co.kr,-,가구/수납용품,-,인터넷
3718,20070604,오픈로지스,정상영업,경기도 양주시 부흥로 2008-25 (만송동，，8),-,www.openlogis.com,-,의류/패션/잡화/뷰티,-,인터넷
3719,20070604,플라이주디(FLY JUDY),정상영업,경기도 양주시 장흥면 일영리 66번지,옥션,www.fiy.judy.com,-,의류/패션/잡화/뷰티,-,인터넷
3720,20070529,광적자전거 할인매장,타시군구이관,경기도 양주시 광적면 부흥로 805,-,www.ubike.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3721,20070529,데코비,정상영업,경기도 양주시 평화로1429번길 86， 201호 (덕계동),옥션,www.auction.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3722,20070528,아이리스 가구,폐업처리,경기도 양주시 부흥로 2274-9 (삼숭동),-,www.irisgagu.co.kr,-,가구/수납용품,-,인터넷
3723,20070528,베이직,타시군구이관,경기도 양주시 율정로247번길 79-40 (율정동),베이직샵,www.basicshop.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3724,20070525,미스터 두크,정상영업,경기도 양주시 율정동 553번지 9호,-,www.mrdook.com,-,기타,애견용품  큐션 가구,인터넷
3725,20070518,JS,정상영업,경기도 양주시 백석읍 연곡로 68-13,옥션,www.autin.co.kr,-,종합몰,-,인터넷
3726,20070517,예산가구,정상영업,경기도 양주시 율정동 326번지 4호,지마켓,www.gmarkt.co.kr,-,가구/수납용품,-,인터넷
3727,20070516,옥슨베드,폐업처리,경기도 양주시 옥정동 347번지 10호,-,www.auction.co.kr,-,-,-,-
3728,20070514,핑크 드라마,직권취소,경기도 양주시 백석읍 복지리 80 가야아파트 502-306,-,www.pinkdrama.com,-,-,-,-
3729,20070514,하나플러스투어㈜,폐업처리,경기도 양주시 고암동 331-3,-,www.hanabus.co.kr,-,-,-,-
3730,20070509,나비,폐업처리,경기도 양주시 백석읍 오산리 296 백석한승@ 103-807,-,www.나비야.kr,-,-,-,-
3731,20070507,닛산가구,정상영업,경기도 양주시 광사동 117,-,www.interpark.com www.gmarket.co.kr www.aution.co.kr 등,-,-,-,-
3732,20070501,와이제이 무역,폐업처리,경기도 양주시 만송동 23,-,www.shoetree.co.kr,-,-,-,-
3733,20070430,굿라이프,폐업처리,경기도 양주시 고읍동 153-11,-,www.auction.co.kr,-,-,-,-
3734,20070427,로고스상사,정상영업,경기도 양주시 장흥면 삼상리 130,-,www.fistjapan.co.kr,-,-,-,-
3735,20070427,GLOBAL,폐업처리,경기도 양주시 백석읍 오산리 296 백석한승@ 106-1104,-,www.auction.co.kr,-,-,-,-
3736,20070427,올리비아퀸,정상영업,경기도 양주시 장흥면 부곡리 491 우남송추마을@103-804,-,www.oliviaqueen.com,-,-,-,-
3737,20070426,센스퀸,폐업처리,경기도 양주시 덕정동 210-2 주공아파트 409-1802,-,www.senseqeen.co.kr,-,-,-,-
3738,20070426,폭스빌(foxville),정상영업,경기도 양주시 경기도 양주시 삼숭로38번길 80， 2211호 (삼숭동，양주프라자 1상가 2층),-,www.foxville.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3739,20070426,제이스타일리스트(jstylist),직권취소,경기도 양주시 백석읍 가업리 103-1 동화5차 옥시즌 509-202,-,www.jstylist.com,-,-,-,-
3740,20070426,vchina,정상영업,경기도 양주시 백석읍 복지리 322-4 동화2차아파트 205-1004,-,www.vchina.co.kr,-,-,-,-
3741,20070423,e-보드,직권취소,경기도 양주시 백석읍 복지리 290동화은하수큰마을@102-308,-,www.e-board.co.kr,-,-,-,-
3742,20070423,유지니,정상영업,경기도 양주시 경기도 양주시 고암동 580번지 조은마을  609동 502호,심플렉스인터넷,www.ugini.com,-,기타,-,인터넷
3743,20070420,대인실업,정상영업,경기도 양주시 만송동 330-3,-,www.zip-zone.co.kr,-,-,-,-
3744,20070420,JS 무역,정상영업,경기도 양주시 경기도 양주시 천보산로 176-36 (회암동),-,옥션 G마켓 11번가 인터마크 CJ몰 GS이숍,오픈,-,-,인터넷
3745,20070206,제이스타일리스트,정상영업,경기도 양주시 백석읍 가업리 103-1 동화5차 옥시존@509-1101,-,www.jstylist.com,-,의류/패션/잡화/뷰티,-,인터넷
3746,20070418,허니써클,정상영업,경기도 양주시 장흥면 삼하리 153-1,-,www.honeysuckle.co.kr,-,-,-,-
3747,20070417,BONITA KIM,직권취소,경기도 양주시 삼숭동 685-1 양주프라자1상가 2218,-,www.gmarket.co.kr  www.auction.co.kr,-,-,-,-
3748,20070416,Before & After,폐업처리,경기도 양주시 백석읍 복지리 99-2 태영@102-403,-,www.gmarket.co.kr,-,-,-,-
3749,20070410,베이비시티,직권취소,경기도 양주시 덕정동 208-1 202,-,www.auction.co.kr,-,-,-,-
3750,20070409,Ever Green,직권취소,경기도 양주시 은현면 운암리 108-1,-,www.parklon1.cafe.24.com,-,-,-,-
3751,20070327,앨리스짱,폐업처리,경기도 양주시 삼숭동 685-1 양주프라자 2229,카페24,www.alicezzang.co.kr,-,-,-,-
3752,20070327,나빌레라,정상영업,경기도 양주시 백석읍 방성리 509-3 형제빌라 마 A-402,-,www.h1459h.co.kr,-,-,-,-
3753,20070326,㈜진우씨오,폐업처리,경기도 양주시 덕계동 181-1,-,www.auction.co.kr,-,-,-,-
3754,20070326,미라클침대,폐업처리,경기도 양주시 삼숭동 64-1,-,www.gmarket.co.kr,-,-,-,-
3755,20070322,www.슈가.kr,폐업처리,경기도 양주시 회정동 204-1104 범양@204-1104,-,www.슈가.kr,-,-,-,-
3756,20070320,엄마사랑,정상영업,경기도 양주시 삼숭동 685-1 양주GS프라자1 2212,-,interpark.com,-,-,-,-
3757,20070319,배가 기프트,직권취소,경기도 양주시 산북동 한승@103-904,-,www.begagift.com,-,-,-,-
3758,20070319,니드존,폐업처리,경기도 양주시 옥정동 세창리베하우스118-405,-,www.gmarket.co.kr  www.auction.co.kr,-,-,-,-
3759,20070319,㈜영월드제화,정상영업,경기도 양주시 경기도 양주시 회정동 122번지 4호,-,www.yong-world.co.kr,-,-,-,인터넷
3760,20070319, 럭쉬,정상영업,경기도 양주시 덕정동 224  2층,-,www.iuxsh.co.kr,-,-,-,-
3761,20070106,나 닮은 방,직권취소,경기도 양주시 어둔동 24-2,-,www.naeebang.com,-,-,-,-
3762,20061130,yuhwoo,폐업처리,경기도 양주시 백석읍 복지리 290 동화1차@101-803,-,www.yuhwoo.com,-,-,-,-
3763,20070313,주내물산,정상영업,경기도 양주시 경기도 양주시 백석읍 고릉말로45번길 43,-,www.joonae.com,-,의류/패션/잡화/뷰티,-,인터넷
3764,20070308,orange store,폐업처리,경기도 양주시 은현면 도하리 265,-,www.orange store.co.kr,-,-,-,-
3765,20070306,노나,폐업처리,경기도 양주시 회정동 115-25,-,www.nona.co.kr,-,-,-,-
3766,20070302,핑크스타,정상영업,경기도 양주시 삼숭동 TS@303-808,-,www.pink-stars.com,-,-,-,-
3767,20070228,sk베드샵,정상영업,경기도 양주시 은현면 하패리 784-3,-,www.skbedshop.co.kr,-,-,-,-
3768,20070228,송추원예,정상영업,경기도 양주시 장흥면 교현리 151-1,-,www.schgardem.com,-,-,-,-
3769,20070223,쉴참명가,정상영업,경기도 양주시 백석읍 복지리 426-14 D동 2층,-,www.shilcham.co.kr,-,-,-,-
3770,20070215,나의 명품,폐업처리,경기도 양주시 고암동 주공아파트 215-1703,-,www.imbrand.co.kr,-,-,-,-
3771,20070213,달굼쇠,정상영업,경기도 양주시 장흥면 일영리 548-5,-,www.auction.co.kr  ,-,-,-,-
3772,20070213,JLHOUSE,정상영업,경기도 양주시 삼숭동 684-1 양주자이@202-702,-,www.jlhouse.co.kr,-,-,-,-
3773,20070209,정행식품,정상영업,경기도 양주시 경기도 양주시 광적면 삼일로247번길 92 (외 2필지 가~다동),-,www.gmarket.co.kr,-,-,-,-
3774,20070209,㈜중앙테크툴,정상영업,경기도 양주시 장흥면 일영리 161-2 101,-,www.jatd.co.kr,-,-,-,-
3775,20070209,바바렐라,폐업처리,경기도 양주시 덕게동 범양2차 101-1007,-,www bararella.co.kr,-,-,-,-
3776,20070209,DEVISE,정상영업,경기도 양주시 백석읍 가업리 553-6 ,-,www.devisshop.com,-,-,-,-
3777,20070207,쏘내츄럴,정상영업,경기도 양주시 덕계동 금광@103-905,-,www.so-natural.co.kr,-,-,-,-
3778,20070207,아우아우몰,정상영업,경기도 양주시 고암동 159-1 지상1층,-,www.auau.co.kr,-,-,-,-
3779,20070205,Actioncom,정상영업,경기도 양주시 백석읍 가업리 429-1,-,www.auction.co.kr  ,-,-,-,-
3780,20070205,꿀단지,폐업처리,경기도 양주시 남면 경신리 116,-,www.minaree.com,-,-,-,-
3781,20070205,영스포츠,정상영업,경기도 양주시 백석읍 복지리 370-3,-,www.gsestore.co.kr,-,-,-,-
3782,20070205,creed system,정상영업,경기도 양주시 삼숭동 202-37,-,www.gseshop.co.kr,-,-,-,-
3783,20070131,화이트컴퍼니,타시군구이관,경기도 양주시 삼숭동 GS자이@704-705,-,www.auction.co.kr,-,-,-,-
3784,20070131,주니바찌,정상영업,경기도 양주시 경기도 양주시 삼숭로38번길 80， 2223호 (삼숭동，자이상가),-,www.zunibazzi.co.kr,-,-,-,인터넷
3785,20070131,소다,정상영업,경기도 양주시 고암동 주공3단지 309-1803,-,www.auction.co.kr,-,-,-,-
3786,20070131,커머스앤컴퍼니,타시군구이관,경기도 양주시 경기도 양주시 고암동 580번지   609동 1003호,-,softne  ebizweb  playnia  faust  infoplace,개인,-,-,인터넷
3787,20070131,동진산업조명,정상영업,경기도 양주시 은현면 도하리 327,-,-,-,-,-,-
3788,20070129,에스지(SG),폐업처리,경기도 양주시 만송동 255-7,-,www.gmarket.co.kr,-,-,-,-
3789,20070125,가덴아이 소프트,정상영업,경기도 양주시 옥정동 176 세창@113-1202,-,www.anypos.com  www.mimiwell.com,-,-,-,-
3790,20070125,TERASOFT,정상영업,경기도 양주시 광사동 131-4 대방샤인힐 105-302,-,www.ental.co.kr,-,-,-,-
3791,20070125,㈜두원상사,정상영업,경기도 양주시 은현면 운암리 466-25,호스트웨이,www.wtrophy.com,개인,기타,트로피,인터넷
3792,20070125,선데이홀릭,정상영업,경기도 양주시 백석읍 가업리 545,-,www.sundaynolic.com,-,-,-,-
3793,20070122,퍼스날·퍼텍,타시군구이관,경기도 양주시 삼숭동 64-7,-,www.zzgroup.co.kr,-,-,-,-
3794,20070118,도그코리아,정상영업,경기도 양주시 덕정동 36-2,nt소프트 (보부상),www.도그코리아.com,-,기타,애견사료 용품 간식,인터넷
3795,20070116,귀여운 옷 캣타민,폐업처리,경기도 양주시 백석읍 홍죽리 683-2,-,www.catamine.com,-,의류/패션/잡화/뷰티,-,인터넷
3796,20070116,buy mong's,직권취소,경기도 양주시 삼숭동 338-1,-,www.buymongs.com,-,-,-,-
3797,20070116,대영상사,정상영업,경기도 양주시 광적면 가납리 579,-,www.gmarket.co.kr,-,-,-,-
3798,20070116,MOBILE HOUSE KOREA.CO.LTD.,타시군구이관,경기도 양주시 삼숭동 GS자이@104-602,-,www.ouction.co.kr,-,-,-,-
3799,20070112,옹기사랑,정상영업,경기도 양주시 삼숭동 GS자이@707-205,-,www.onggilove.com,-,-,-,-
3800,20070112,핑쿠,정상영업,경기도 양주시 덕계동 신우@101-611,-,www.pingcu.co.kr,-,-,-,-
3801,20070110,㈜피엘티,폐업처리,경기도 양주시 광적면 석우리 694-5,-,www.pltech.co.kr,-,-,-,-
3802,20070108,일영허브랜드,정상영업,경기도 양주시 장흥면 삼하리 154,-,www.iyherblend.co.kr,-,-,-,-
3803,20070108,셀퍼니쳐,정상영업,경기도 양주시 양주시 옥정동 773-3,-,www.gmarket.co.kr,-,-,-,-
3804,20070108,세진물산,정상영업,경기도 양주시 남면 경신리 280-1,-,www.geoboss.com,-,-,-,-
3805,20070105,pantalong(판타롱),정상영업,경기도 양주시 덕계동 586-55 원창2차103-302,-,www.pantalong.co.kr,-,-,-,-
3806,20070103,블루스톰(Bluestorm),정상영업,경기도 양주시 경기도 양주시 부흥로 2273 (삼숭동),카페24,www.crazyzoo.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
3807,20070103,뽀뽀리,폐업처리,경기도 양주시 광적면 가납3리 524-7 단독주택,-,www.popolee.com,-,-,-,-
3808,20061227,창일산업,폐업처리,경기도 양주시 광적면 덕도리 823,-,www.eunjishop.com,-,-,-,-
3809,20061222,헬렌바이 헬레나,폐업처리,경기도 양주시 삼숭동 689 GS양주자이@ 706-304,-,www.byheiien.com,-,-,-,-
3810,20061221,시스템플러스,정상영업,경기도 양주시 율정동 335-1,-,www.interpark.com,-,-,-,-
3811,20061221,㈜청미원식품,정상영업,경기도 양주시 옥정동 573,-,www.cmwmall.co.kr,-,-,-,-
3812,20061215,지랄패션,직권취소,경기도 양주시 덕계동 윤중아파트 102-1208,-,www.ziral.co.kr,-,-,-,-
3813,20061215,㈜커밍아트,폐업처리,경기도 양주시 회암동 543-1,-,www.coming21.co.kr,-,-,-,-
3814,20061208,㈜동하,폐업처리,경기도 양주시 옥정동 383-9,-,www.dhwm.com,-,-,-,-
3815,20061207,신발 할인매장,정상영업,경기도 양주시 광적면 덕도리 812,-,www.binshop.net,-,-,-,-
3816,20061207,스카이럭셔리,폐업처리,경기도 양주시 고암동 121-2 주원마을 203-2103,-,www.skyluxury.co.kr,-,-,-,-
3817,20061207,원단나라,폐업처리,경기도 양주시 남방동 214-15,-,www.1008ayo.com,-,-,-,-
3818,20061204,㈜월드테크,타시군구이관,경기도 양주시 율정동 323-1,-,easy1004.co.kr,-,-,-,-
3819,20061204,프린시스,직권취소,경기도 양주시 삼숭동 375-3,-,www.prinsis.com,-,-,-,-
3820,20061129,썸미디어인터랙티브,타시군구이관,경기도 양주시 삼숭동 GS자이@112-202,-,www.gmarket.co.kr,-,-,-,-
3821,20061129,㈜엔 타브,직권취소,경기도 양주시 회정동 64-6,-,www.ntab.co.kr,-,-,-,-
3822,20061123,나라사랑㈜,타시군구이관,경기도 양주시 옥정동 23-1,-,www.cyword.nate.com,-,-,-,-
3823,20061113,three bells,정상영업,경기도 양주시 덕계동 푸르지오@107-501,-,www.jigeum.com,-,-,-,-
3824,20060110,배사장,직권취소,경기도 양주시 광적면 가납리 469-3,-,www.besajang.com,-,-,-,-
3825,20061110,wu&lee,폐업처리,경기도 양주시 백석읍 복지리 203-3,-,www.wulee.co.kr,-,-,-,-
3826,20061108,8787기프트,정상영업,경기도 양주시 남면 상수리 304-10,-,www.8787gift.com,-,-,-,-
3827,20061108,형제상사,정상영업,경기도 양주시 장흥면 부곡리 310-2,-,G마켓,오픈,가구/수납용품,-,인터넷
3828,20061106,은성산업,폐업처리,경기도 양주시 광적면 덕도리 535-1,-,www.gmarket.co.kr,-,-,-,-
3829,20061102,홈앤리빙,폐업처리,경기도 양주시 옥정동 24-4,-,www.amshp.co.kr,-,-,-,-
3830,20061101,샤레나,정상영업,경기도 양주시 삼숭동 688 gs양주자이@601-1105,-,www.sharena.co.kr,-,-,-,-
3831,20061020,포유어드림,정상영업,경기도 양주시 옥정동 382-3,-,www.tiende.co.kr,-,-,-,-
3832,20061020,마키(MAKY),폐업처리,경기도 양주시 삼숭동 686-1 GS양주자이@114-801,-,www.maky.co.kr,-,-,-,-
3833,20061016,GANESHA,직권취소,경기도 양주시 백석읍 방성리 82-7 혜성빌라 106-302,-,www.qanesha.co.kr,-,-,-,-
3834,20061002,JRSPORTS,정상영업,경기도 양주시 백석읍 방성리 85-36,-,www.auction.co.kr,-,-,-,-
3835,20061002,보부상사,정상영업,경기도 양주시 은현면 선암리 15-1,-,www.auction.com,-,-,-,-
3836,20061002,끌리엘,정상영업,경기도 양주시 덕정동 208-2,-,www.gmarket.co.kr,-,-,-,-
3837,20060926,신원스포츠산업,정상영업,경기도 양주시 백석읍 홍죽리 550-1,-,www.swes.co.kr,-,-,-,-
3838,20060921,미키미니,정상영업,경기도 양주시 삼숭동 689 양주자이@708-1501,-,www.mikeymini.co.ky,-,-,-,-
3839,20060921,퍼슨,직권취소,경기도 양주시 덕정동 주공@217-1904,-,www.gmarket.co.kr,-,-,-,-
3840,20060919,㈜케이비원크로노스,폐업처리,경기도 양주시 광적면 가납리 493-2,-,www.kbwon.com,-,-,-,-
3841,20060915,아름다운 공간,정상영업,경기도 양주시 광적면 덕도리 222,-,www.auction.com,-,-,-,-
3842,20060915,kcc상사,타시군구이관,경기도 양주시 유양동 284-1,-,WWW.KCCMALL.CO.KR,-,-,-,-
3843,20060915,창신리빙,정상영업,경기도 양주시 남면 상수리 265-1,-,www.changsinmall.com,-,-,-,-
3844,20060913,예당환경,직권취소,경기도 양주시 유양동 630-3,-,www.chungso21.com,-,-,-,-
3845,20060913,라정상사,정상영업,경기도 양주시 장흥면 울대리 413,-,www.escrow.epost.go.kr/esc/index.j네,-,-,-,-
3846,20060908,한솔하이테크,폐업처리,경기도 양주시 삼숭동 52-1,-,www.nicewp.co.kr,-,-,-,-
3847,20060906,더 엘루,정상영업,경기도 양주시 회정동 21-8 장한마을 16동 302호,-,www.the-aiiure.com(co.kr),-,-,-,-
3848,20060830,비데119,타시군구이관,경기도 양주시 삼숭동 gs자이@604-702,-,www.bidet119.co.kr,-,-,-,-
3849,20060830,이쁘이네,정상영업,경기도 양주시 옥정동 세창@105-103,-,www.cafe.daum.net/epoonine,-,-,-,-
3850,20060828,maniasports,직권취소,경기도 양주시 삼숭동 GS자이@405-1301,-,maniasports.com(co.kr),-,-,-,-
3851,20060821,www.precbioso.com,직권취소,경기도 양주시 덕계동 범양@206동 1205호,-,www.prechioso.com,-,-,-,-
3852,20060818,㈜사딕,정상영업,경기도 양주시 경기도 양주시 장흥면 호국로 147,-,www.sadik.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3853,20060814,swell,정상영업,경기도 양주시 덕정동 청담마을 407-1403,-,www.swellmall.com,-,-,-,-
3854,20060814,㈜심플라인,직권취소,경기도 양주시 광적면 덕도리 633,-,www.simpleline.co.kr,-,-,-,-
3855,20060810,씨텍㈜,정상영업,경기도 양주시 남면 입압리 66-2,-,www.ctechfitness.com,-,-,-,-
3856,20060810,코스모스산업㈜,정상영업,경기도 양주시 은현면 운암리 509-3,-,www.cosmosbillard.com,-,-,-,-
3857,20060809,씨앤피,정상영업,경기도 양주시 경기도 양주시 광적면 부흥로 847， 301호 (양주테크노시티),-,www.cnpbike.com,오픈,종합몰 컴퓨터/사무용품 레져/여행/공연 교육/도서/완구/오락 가구/수납용품 건강/식품 가전 의류/패션/잡화/뷰티 성인/성인용품,-,인터넷
3858,20060809,마고피아,직권취소,경기도 양주시 회정동 369 범양@101-1905,-,www.fs20.co.kr,-,-,-,-
3859,20060809,일진,정상영업,경기도 양주시 광적면 가납리 245-36,-,www.illjin.com,-,-,-,-
3860,20060802,깜이네,정상영업,경기도 양주시 광적면 우고리 1-8,-,www.ilubgirls.co.kr,-,-,-,-
3861,20060731,바리에테,정상영업,경기도 양주시 경기도 양주시 백석읍 방성리 728번지 2호,-,www.varietemall.com,-,가구/수납용품,-,인터넷
3862,20060725,플랫슈즈,정상영업,경기도 양주시 경기도 양주시 은현면 평화로1889번길 107-37,-,www.ilike.co.kr,-,-,-,-
3863,20060724,㈜신창무역,정상영업,경기도 양주시 은현면 도하리 60,-,www.unique2006.co.kr,-,-,-,-
3864,20060724,까까미,정상영업,경기도 양주시 은현면 운암리 396-32,-,www.kkakkami,-,-,-,-
3865,20060724,㈜우성잠자리,정상영업,경기도 양주시 광적면 가납리 583,-,www.onsubed.com,-,-,-,-
3866,20060724,베이비09클럽,정상영업,경기도 양주시 백석읍 방성1리 160-6,-,www.baby09club.com,-,-,-,-
3867,20060724,리폼워싱,폐업처리,경기도 양주시 율정동 367-6,-,nebazi.com/nebazi.co.kr/zzo-a.com,-,-,-,-
3868,20060719,국보칠기,정상영업,경기도 양주시 옥정동 379-6,-,www.gookbo.com,-,-,-,-
3869,20060713,강원산업,정상영업,경기도 양주시 삼숭동 506 ,-,www.aution.co.kr,-,-,-,-
3870,20060712,㈜한스푸드테크,정상영업,경기도 양주시 옥정동 23-1,-,www.hansmall.co.kr,-,-,-,-
3871,20060712,왕후쩜넷,직권취소,경기도 양주시 삼숭동 자이@408-705,-,www.wanghoo.net,-,-,-,-
3872,20060707,플러스,폐업처리,경기도 양주시 장흥면 삼하리 99-1,-,www.gmarket.co.kr,-,-,-,-
3873,20060706,로얄텍스,폐업처리,경기도 양주시 삼숭동 538-7,-,www.texbank.net,-,-,-,-
3874,20060705,㈜효건도어,정상영업,경기도 양주시 은현면 용암리 218-11,-,www.e-living.co.kr,-,기타,건축자재,인터넷
3875,20060704,애견풍경,직권취소,경기도 양주시 백석읍 방성리 343-5,-,www.qepung.com,-,-,-,-
3876,20060704,㈜거요,정상영업,경기도 양주시 경기도 양주시 삼숭로108번길 88-16 (삼숭동),-,www.aution.co.kr www.gmarket.co.kr,-,상품권,-,-
3877,20060703,토마토 팬시,폐업처리,경기도 양주시 경기도 양주시 삼숭동 569번지 성우아파트아침의미소 106동 404호,-,www.auction.com,-,종합몰 의류/패션/잡화/뷰티,-,인터넷
3878,20060703,유일실업,정상영업,경기도 양주시 덕계동 101-3,-,yuil silup.com,-,-,-,-
3879,20060629,세컨바이,정상영업,경기도 양주시 삼숭동 GS자이@409-902,-,www.2nd-buy.com,-,-,-,-
3880,20060628,이쁜나라,직권취소,경기도 양주시 삼숭동 성우@110-1401,-,www.e-noblesse.net,-,-,-,-
3881,20060627,파파랜드,폐업처리,경기도 양주시 덕계동 852 양주푸르지오@103-301,-,www.auction.co.kr,-,-,-,-
3882,20060627,㈜대원콘보이,타시군구이관,경기도 양주시 삼숭동 190-8,-,www.convoy.mall.com,-,-,-,-
3883,20060623,온라인박스,정상영업,경기도 양주시 경기도 양주시 광적면 가납리 87번지 1호,-,www.onlinebox.co.kr,-,-,-,인터넷
3884,20060623,아이소프,정상영업,경기도 양주시 백석읍 가업리 99-1 세아@302-204,-,www.aisoap.com,-,-,-,-
3885,20060621,J&S COMPANY,정상영업,경기도 양주시 경기도 양주시 청담로 125 (고암동),-,http://www.hitplus.co.kr/,-,의류/패션/잡화/뷰티,-,인터넷
3886,20060819,반석종합식품,정상영업,경기도 양주시 백석읍 방성리 545-15 가동,-,www.bansucmi.com,-,-,-,-
3887,20060608,다오름,타시군구이관,경기도 양주시 광적면 우고리 150-11,-,www.aution.co.kr www.daum.net www.gsestore.co.kr www.okthis.com,-,-,-,-
3888,20060608,정사장,정상영업,경기도 양주시 덕정동 40,-,www.cyworld.com/jeong,-,-,-,-
3889,20060607,스타일리즘,직권취소,경기도 양주시 백석읍 복지리 가야5차@506-902,-,www.stylism.co.kr,-,-,-,-
3890,20060607,㈜디에스지,직권취소,경기도 양주시 은현면 용암리 767,-,www.aimstrade.com,-,-,-,-
3891,20060607,옥정공예,폐업처리,경기도 양주시 옥정동 649,-,www.missjew.com,-,-,-,-
3892,20060526,태양산업,폐업처리,경기도 양주시 백석읍 방성리 729-4,-,www.boxgsge.co.kr,-,-,-,-
3893,20060523,체리핑,직권취소,경기도 양주시 광적면 가납리840성우헤스티아a 102-307,-,http://cherryping.com http://cherryping.co.kr,-,-,-,-
3894,20060509,내바지,폐업처리,경기도 양주시 경기도 양주시 은현면 화합로954번길 14-17,-,www.gmarket.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3895,20060518,bloom j,직권취소,경기도 양주시 백석읍 오산리 582,-,www.bloomj.com,-,-,-,-
3896,20060516,썬아이템거래소,정상영업,경기도 양주시 덕정동 223-35,-,www.btsun.co.kr,-,-,-,-
3897,20060516,나노제트㈜,직권취소,경기도 양주시 장흥면 일영리 24,-,www.nanoz.co.kr,-,-,-,-
3898,20060509,양주포털 동두천닷컴,직권취소,경기도 양주시 덕계동 424-11,-,www.ddcheon.com,-,-,-,-
3899,20060509,옥정닷컴,정상영업,경기도 양주시 옥정동 694,-,www.ddcheon.com,-,-,-,-
3900,20060508,키즈,정상영업,경기도 양주시 광적면 광석리 490-1,-,www.tkidsshop.co.kr,-,-,-,-
3901,20060504,우림산업,정상영업,경기도 양주시 옥정동 36,-,www.woorim-f.com,-,-,-,-
3902,20060503,나무,정상영업,경기도 양주시 삼숭동 506-1,-,www.auction.co.kr,-,-,-,-
3903,20060503,지웬스코리아,폐업처리,경기도 양주시 백석읍 오산리 103-2,-,http://www.cnicom.com,-,-,-,-
3904,20060503,메르베베,정상영업,경기도 양주시 경기도 양주시 삼숭로38번길 78-30， 1105호 (삼숭동，양주자이아파트 상가),오늘과 내일,http://www.baby-sale.com,-,의류/패션/잡화/뷰티,출산용품,인터넷
3905,20060501,인디컴㈜,타시군구이관,경기도 양주시 남면 경신리 271-2,-,www.rosemaryhome.com,-,-,-,-
3906,20060428,㈜대한화공,폐업처리,경기도 양주시 경기도 양주시 은현면 은현로55번길 190-13,-,www.interpark.com/ms/tireparty,-,-,-,-
3907,20060424,jewelryan,직권취소,경기도 양주시 장흥면 부곡리579푸른마을a 103-303,-,www.jewelryan.com,-,-,-,-
3908,20060421,썬앤중,직권취소,경기도 양주시 삼숭동 gs자이a 110-1305,-,http://www.gmarket.co.kr,-,-,-,-
3909,20060421,나쵸와팝콘,정상영업,경기도 양주시 옥정동 593,-,www.nachopopcorn.com,-,-,-,-
3910,20060421,농업회사법인양주골부추마을㈜,정상영업,경기도 양주시 은현면 용암리 450-2,-,www.bu-chu.com,-,-,-,-
3911,20060420,Rain Bow Dressy,정상영업,경기도 양주시 덕정동 주공a 110-901,-,www.gmarket.co.kr www.gmarket/rad,-,-,-,-
3912,20060420,건인,직권취소,경기도 양주시 고암동 256-3,-,www.gmarket.co.kr,-,-,-,-
3913,20060419,간지다,정상영업,경기도 양주시 옥정동 세창a 106-702,-,www.aution.co.kr www.gmarket.co.kr,-,-,-,-
